date,open,close,high,low,volume
2023-01-03,17.425,17.555,17.825,17.205,636400.000
2023-01-04,17.575,18.395,18.605,17.395,1087147.000
2023-01-05,18.325,18.655,18.805,18.225,705245.000
2023-01-06,18.935,18.545,19.015,18.325,721240.000
2023-01-09,18.615,18.105,18.675,18.005,685066.000
2023-01-10,18.105,18.125,18.295,17.975,482080.000
2023-01-11,18.145,18.315,18.635,18.125,669313.000
2023-01-12,18.175,17.925,18.205,17.635,679413.000
2023-01-13,17.775,18.105,18.105,17.775,414362.000
2023-01-16,18.105,18.025,18.225,17.785,668753.000
2023-01-17,18.055,18.065,18.175,17.685,531442.000
2023-01-18,18.075,17.805,18.275,17.765,531589.000
2023-01-19,17.765,17.875,17.875,17.425,634379.000
2023-01-20,17.815,17.905,17.975,17.675,504114.000
2023-01-30,18.205,17.415,18.325,17.325,1270474.000
2023-01-31,17.405,17.615,17.675,17.275,689203.000
2023-02-01,17.525,17.515,17.605,17.225,690811.000
2023-02-02,17.505,17.505,17.705,17.255,707211.000
2023-02-03,17.445,17.295,17.445,17.205,497584.000
2023-02-06,17.075,16.605,17.085,16.525,1240827.000
2023-02-07,16.605,16.885,17.125,16.545,1007425.000
2023-02-08,16.865,16.825,17.165,16.795,436367.000
2023-02-09,16.815,16.995,17.155,16.735,463508.000
2023-02-10,16.965,16.995,17.225,16.825,449961.000
2023-02-13,16.675,16.985,17.075,16.495,771730.000
2023-02-14,17.005,17.035,17.225,16.895,573618.000
2023-02-15,16.925,16.665,16.955,16.595,658286.000
2023-02-16,16.675,16.655,17.005,16.505,727256.000
2023-02-17,16.605,16.415,16.715,16.405,488838.000
2023-02-20,16.405,16.885,16.985,16.405,834306.000
2023-02-21,17.205,16.955,17.295,16.855,806482.000
2023-02-22,16.735,16.755,16.855,16.725,374754.000
2023-02-23,16.785,16.795,16.965,16.725,402954.000
2023-02-24,16.835,16.545,16.865,16.455,522142.000
2023-02-27,16.555,16.505,16.725,16.485,369424.000
2023-02-28,16.555,16.465,16.585,16.235,734644.000
2023-03-01,16.395,16.545,16.555,16.325,773277.000
2023-03-02,16.325,16.055,16.345,16.005,1456361.000
2023-03-03,16.085,16.135,16.155,15.905,853120.000
2023-03-06,16.135,15.775,16.135,15.715,1094292.000
2023-03-07,15.775,15.455,15.885,15.435,896477.000
2023-03-08,15.465,15.415,15.515,15.275,801019.000
2023-03-09,15.435,15.445,15.665,15.425,551708.000
2023-03-10,15.315,15.155,15.375,15.095,532489.000
2023-03-13,15.155,15.165,15.325,15.035,510264.000
2023-03-14,15.165,15.075,15.385,14.945,583278.000
2023-03-15,15.135,15.185,15.295,15.095,487744.000
2023-03-16,15.115,15.075,15.265,14.905,482686.000
2023-03-17,15.215,15.225,15.445,15.135,703930.000
2023-03-20,15.285,15.045,15.405,14.995,690896.000
2023-03-21,15.045,15.065,15.145,14.965,467559.000
2023-03-22,15.085,15.225,15.315,15.005,662351.000
2023-03-23,15.155,15.185,15.235,15.055,551031.000
2023-03-24,15.195,15.135,15.275,14.945,779016.000
2023-03-27,15.135,14.795,15.155,14.765,845141.000
2023-03-28,14.735,14.675,14.925,14.605,664533.000
2023-03-29,14.735,14.715,14.945,14.675,654848.000
2023-03-30,14.725,14.925,14.955,14.595,620535.000
2023-03-31,14.925,14.565,14.975,14.475,1349694.000
2023-04-03,14.565,14.735,14.875,14.475,1167445.000
2023-04-04,14.705,14.475,14.735,14.405,1205477.000
2023-04-06,14.465,14.365,14.515,14.325,793381.000
2023-04-07,14.605,15.145,15.155,14.435,2244567.000
2023-04-10,15.075,15.025,15.145,14.905,1076086.000
2023-04-11,14.925,15.365,15.575,14.885,1730535.000
2023-04-12,15.405,15.375,15.515,15.175,1046292.000
2023-04-13,15.245,15.175,15.295,15.115,849114.000
2023-04-14,15.275,15.135,15.315,15.065,673390.000
2023-04-17,15.045,15.255,15.265,14.955,944569.000
2023-04-18,15.225,15.225,15.515,15.175,915040.000
2023-04-19,15.225,14.805,15.265,14.775,1239505.000
2023-04-20,14.765,14.755,14.855,14.635,591110.000
