date,open,close,high,low,volume
2023-01-03,3864.840,3887.900,3893.990,3831.250,115051875.000
2023-01-04,3886.250,3892.950,3905.900,3873.650,110660743.000
2023-01-05,3913.490,3968.580,3974.880,3912.260,116502395.000
2023-01-06,3969.550,3980.890,4000.410,3966.470,110953038.000
2023-01-09,3998.530,4013.120,4023.090,3990.710,117054425.000
2023-01-10,4014.710,4017.470,4030.460,4002.230,101751141.000
2023-01-11,4019.880,4010.030,4043.400,4008.020,99997889.000
2023-01-12,4021.750,4017.870,4030.290,4003.510,90552627.000
2023-01-13,4032.290,4074.380,4074.380,4027.890,95871896.000
2023-01-16,4077.880,4137.960,4177.100,4076.640,151395455.000
2023-01-17,4138.840,4137.240,4148.580,4118.160,95479040.000
2023-01-18,4140.100,4130.310,4151.460,4125.770,84200645.000
2023-01-19,4125.580,4156.010,4156.010,4105.980,94608398.000
2023-01-20,4166.840,4181.530,4189.830,4161.670,123553809.000
2023-01-30,4267.620,4201.350,4268.150,4197.860,164607064.000
2023-01-31,4200.580,4156.860,4212.730,4153.050,124550835.000
2023-02-01,4170.130,4195.930,4195.930,4137.770,141008954.000
2023-02-02,4207.410,4181.150,4207.410,4170.560,133823736.000
2023-02-03,4162.030,4141.630,4162.030,4103.170,117041221.000
2023-02-06,4103.830,4086.880,4105.940,4065.220,110192717.000
2023-02-07,4098.310,4094.230,4107.340,4077.960,91360072.000
2023-02-08,4099.860,4076.140,4111.470,4072.650,84786099.000
2023-02-09,4067.560,4130.860,4130.860,4064.750,102289961.000
2023-02-10,4124.100,4106.310,4125.290,4092.350,96716733.000
2023-02-13,4098.880,4143.570,4146.450,4092.270,128892577.000
2023-02-14,4151.250,4145.290,4152.050,4125.260,102499890.000
2023-02-15,4146.850,4123.690,4153.720,4115.970,121664508.000
2023-02-16,4125.410,4093.490,4167.900,4068.860,159310585.000
2023-02-17,4086.220,4034.510,4104.640,4032.930,116142589.000
2023-02-20,4039.960,4133.490,4134.860,4035.480,161794481.000
2023-02-21,4130.060,4144.350,4151.800,4116.270,145776173.000
2023-02-22,4118.970,4106.950,4134.880,4101.860,104290295.000
2023-02-23,4106.210,4103.650,4132.390,4088.210,103564906.000
2023-02-24,4100.990,4061.050,4102.610,4048.240,100989425.000
2023-02-27,4040.460,4043.840,4067.030,4034.520,93787630.000
2023-02-28,4058.130,4069.460,4074.260,4026.450,110323591.000
2023-03-01,4068.730,4126.940,4135.480,4061.220,156015794.000
2023-03-02,4119.990,4117.740,4137.250,4113.830,148217637.000
2023-03-03,4126.020,4130.550,4135.210,4100.380,160331741.000
2023-03-06,4131.150,4109.010,4132.840,4088.450,162971807.000
2023-03-07,4103.640,4048.850,4124.960,4046.570,195912068.000
2023-03-08,4030.740,4034.110,4037.290,4011.520,117936493.000
2023-03-09,4035.840,4019.850,4043.850,4000.890,116539629.000
2023-03-10,3991.800,3967.140,4004.360,3966.430,123855409.000
2023-03-13,3962.640,4008.690,4008.690,3962.640,143561370.000
2023-03-14,3999.880,3984.700,4001.940,3946.940,150544174.000
2023-03-15,4011.840,3986.900,4018.750,3986.900,142026007.000
2023-03-16,3958.200,3939.150,3981.320,3936.480,152515644.000
2023-03-17,3971.160,3958.820,4004.220,3945.250,177433818.000
2023-03-20,3962.660,3939.080,3979.550,3935.020,205264970.000
2023-03-21,3948.160,3982.380,3982.700,3948.160,145090679.000
2023-03-22,3993.780,3999.440,4016.450,3986.710,149228970.000
2023-03-23,3985.990,4039.090,4039.090,3984.000,158887421.000
2023-03-24,4035.160,4027.050,4037.840,4017.000,159442330.000
2023-03-27,4023.300,4012.480,4023.300,3987.030,168482279.000
2023-03-28,4015.700,3999.510,4023.780,3994.600,131895117.000
