date,open,close,high,low,volume
2023-01-03,82.374,83.731,84.211,80.237,121374.000
2023-01-04,83.571,83.271,83.731,82.404,72675.000
2023-01-05,84.411,85.264,86.101,83.924,118936.000
2023-01-06,86.207,85.637,87.304,85.271,138855.000
2023-01-09,86.237,84.697,86.237,84.334,114169.000
2023-01-10,84.254,85.767,86.764,82.674,173513.000
2023-01-11,85.204,86.567,87.237,84.041,128364.000
2023-01-12,87.407,89.337,91.721,87.137,223479.000
2023-01-13,89.374,89.764,90.214,88.571,128411.000
2023-01-16,89.764,88.171,89.827,87.571,165000.000
2023-01-17,88.174,86.901,88.404,86.547,111666.000
2023-01-18,86.854,86.571,87.737,85.734,86108.000
2023-01-19,86.197,87.071,87.187,85.744,81239.000
2023-01-20,87.237,86.927,87.531,85.911,104649.000
2023-01-30,91.904,90.901,92.904,90.571,281854.000
2023-01-31,91.904,92.171,93.171,90.367,187110.000
2023-02-01,92.897,98.347,98.347,92.284,272987.000
2023-02-02,98.861,97.777,98.947,96.891,148030.000
2023-02-03,96.887,95.237,96.887,94.504,152948.000
2023-02-06,94.134,93.564,94.134,92.774,100447.000
2023-02-07,94.234,93.237,94.397,92.771,76835.000
2023-02-08,93.237,92.124,93.237,91.171,92901.000
2023-02-09,91.571,93.014,93.177,91.004,90649.000
2023-02-10,92.197,90.857,92.204,90.237,129708.000
2023-02-13,89.907,91.011,91.334,89.257,93461.000
2023-02-14,91.571,90.894,91.737,89.937,73644.000
2023-02-15,91.237,89.904,91.537,89.757,90832.000
2023-02-16,90.237,89.244,90.834,88.521,103348.000
2023-02-17,89.067,87.457,89.604,87.331,100997.000
2023-02-20,87.434,87.837,88.004,85.904,130701.000
2023-02-21,87.571,88.487,89.091,86.997,113690.000
2023-02-22,87.537,87.044,87.777,86.537,85088.000
2023-02-23,86.871,87.051,87.461,86.404,100358.000
2023-02-24,86.577,86.097,86.864,85.904,66868.000
2023-02-27,85.237,83.507,85.534,82.904,169704.000
2023-02-28,83.904,83.837,84.237,82.761,120330.000
2023-03-01,83.821,85.404,85.751,82.824,143658.000
2023-03-02,85.611,84.807,86.281,84.237,114905.000
2023-03-03,85.234,84.834,85.314,84.264,63982.000
2023-03-06,84.904,84.994,85.114,82.904,112124.000
2023-03-07,84.964,83.797,85.901,83.737,105933.000
2023-03-08,83.071,82.567,83.501,81.904,120898.000
2023-03-09,82.404,82.261,83.514,81.574,96731.000
2023-03-10,80.904,77.951,81.237,77.671,283464.000
2023-03-13,77.477,77.067,77.887,75.904,167343.000
2023-03-14,76.904,76.897,77.737,74.581,198568.000
2023-03-15,77.404,76.444,77.731,76.041,120715.000
2023-03-16,75.237,75.167,76.777,74.904,118370.000
2023-03-17,75.831,76.207,77.231,75.414,135003.000
2023-03-20,76.207,75.427,76.691,75.104,86323.000
2023-03-21,75.867,76.741,76.741,75.167,108873.000
2023-03-22,77.637,77.971,79.431,77.597,155339.000
2023-03-23,77.901,78.734,78.737,76.737,97461.000
2023-03-24,78.737,78.911,79.447,78.067,81018.000
2023-03-27,78.901,78.121,78.901,77.004,92495.000
2023-03-28,78.404,78.574,78.794,77.704,81845.000
2023-03-29,79.087,79.471,80.321,79.087,144303.000
2023-03-30,80.237,82.637,82.637,80.237,209267.000
2023-03-31,83.227,82.244,83.857,81.904,167008.000
2023-04-03,82.237,82.211,82.984,80.991,133691.000
2023-04-04,82.174,80.544,82.174,79.567,137744.000
2023-04-06,79.571,80.237,80.531,78.797,81942.000
2023-04-07,80.254,79.997,80.947,79.681,68723.000
2023-04-10,79.997,80.571,80.637,78.904,98058.000
2023-04-11,80.954,80.181,81.734,79.771,87455.000
2023-04-12,79.837,78.037,79.837,78.014,112330.000
2023-04-13,77.097,77.844,77.904,76.161,80965.000
2023-04-14,78.037,78.924,79.394,77.901,105506.000
2023-04-17,78.571,80.051,80.131,78.307,90394.000
2023-04-18,80.371,79.904,80.964,79.717,78432.000
2023-04-19,79.904,80.521,81.304,78.934,111927.000
2023-04-20,80.214,78.577,80.214,78.571,100308.000
2023-04-21,78.404,77.904,79.887,77.904,104052.000
2023-04-24,78.271,81.401,83.104,77.964,267017.000
2023-04-25,80.571,78.337,80.837,77.637,187419.000
2023-04-26,77.904,80.571,81.751,77.237,174492.000
2023-04-27,80.237,83.211,83.234,80.087,242464.000
2023-04-28,84.061,82.191,84.561,81.571,191945.000
2023-05-04,81.904,81.077,82.774,80.704,118124.000
2023-05-05,81.087,80.261,81.504,79.554,102440.000
2023-05-08,81.237,81.581,83.271,81.077,121626.000
2023-05-09,80.251,80.274,81.357,79.904,89885.000
2023-05-10,80.571,83.501,84.297,79.971,253691.000
2023-05-11,83.827,84.821,86.837,83.131,214237.000
2023-05-12,85.571,83.604,86.321,83.411,104574.000
2023-05-15,83.604,85.204,85.754,83.137,136926.000
2023-05-16,85.034,85.281,86.044,84.637,81639.000
2023-05-17,85.234,83.904,85.504,83.241,89556.000
2023-05-18,84.337,83.264,84.864,82.424,100697.000
2023-05-19,82.964,83.297,83.877,82.337,60106.000
2023-05-22,83.877,85.271,85.571,82.597,120165.000
2023-05-23,85.251,84.547,85.864,84.547,90619.000
2023-05-24,84.104,84.207,85.237,83.411,68093.000
2023-05-25,84.224,82.104,84.854,81.951,132079.000
2023-05-26,81.237,79.234,81.237,77.837,185813.000
2023-05-29,80.237,78.547,80.421,77.571,124723.000
2023-05-30,78.887,80.971,81.904,78.847,166881.000
2023-05-31,80.971,81.457,81.871,80.121,118381.000
2023-06-01,81.457,82.054,82.864,81.314,86736.000
2023-06-02,82.864,83.257,83.434,82.104,110680.000
2023-06-05,83.237,83.011,83.257,80.794,104795.000
2023-06-06,82.887,83.864,85.237,82.297,128981.000
2023-06-07,84.237,82.421,84.717,82.071,100490.000
2023-06-08,82.301,81.904,83.184,81.727,64454.000
2023-06-09,83.171,82.904,83.271,81.071,107484.000
2023-06-12,82.404,83.741,84.571,82.071,102891.000
2023-06-13,83.737,83.977,84.237,82.614,81511.000
2023-06-14,84.464,84.571,85.367,84.071,125776.000
2023-06-15,84.737,87.531,88.574,84.667,243961.000
2023-06-16,88.191,87.264,88.857,86.904,152297.000
2023-06-19,87.264,86.641,88.567,86.197,123565.000
2023-06-20,86.574,86.321,86.637,85.204,102366.000
2023-06-21,85.907,86.164,87.997,85.654,107812.000
2023-06-26,84.381,84.534,86.467,84.337,101512.000
2023-06-27,84.244,83.587,84.854,82.597,99029.000
2023-06-28,83.571,83.654,84.404,82.937,57270.000
2023-06-29,83.654,82.137,83.831,81.981,83485.000
2023-06-30,81.614,82.994,83.571,81.471,75724.000
2023-07-03,83.197,86.064,86.661,83.197,162565.000
2023-07-04,86.404,87.404,88.571,85.741,157120.000
2023-07-05,87.407,85.904,87.731,85.467,93033.000
2023-07-06,85.904,86.271,87.571,85.837,83712.000
2023-07-07,85.904,85.037,86.124,84.941,62192.000
2023-07-10,85.904,84.754,86.737,84.487,68878.000
2023-07-11,85.237,86.681,87.134,84.837,102405.000
2023-07-12,87.071,85.441,87.287,85.124,87032.000
2023-07-13,86.071,86.181,86.737,85.241,82753.000
2023-07-14,86.171,85.041,86.171,84.737,102722.000
2023-07-17,85.904,85.067,85.904,84.354,78927.000
2023-07-18,85.321,85.397,86.094,83.737,98456.000
2023-07-19,85.401,85.181,85.537,84.484,50250.000
2023-07-20,85.404,85.221,86.737,84.904,91271.000
2023-07-21,84.904,85.011,85.171,84.087,75287.000
2023-07-24,83.907,82.737,84.494,82.734,95950.000
2023-07-25,84.464,85.101,85.901,84.454,173883.000
2023-07-26,84.824,84.267,84.824,83.771,65865.000
2023-07-27,85.071,84.114,85.494,83.837,112651.000
2023-07-28,83.951,86.285,86.501,83.358,173308.000
2023-07-31,87.285,87.951,89.478,87.245,215060.000
2023-08-01,87.871,86.785,88.205,86.118,120340.000
2023-08-02,87.518,86.618,87.951,86.071,87394.000
2023-08-03,86.378,86.695,86.778,85.788,66170.000
2023-08-04,86.948,86.718,87.308,86.168,88053.000
2023-08-07,86.595,86.281,86.595,85.681,64204.000
2023-08-08,85.685,85.051,86.118,84.788,91712.000
2023-08-09,84.618,84.918,85.118,84.028,72499.000
2023-08-10,84.951,84.851,85.575,84.198,60016.000
2023-08-11,84.848,83.701,84.851,83.621,86125.000
2023-08-14,82.285,79.225,82.948,78.448,252890.000
2023-08-15,79.225,78.798,79.328,77.918,115021.000
2023-08-16,78.378,78.685,79.118,78.021,79979.000
2023-08-17,78.408,79.288,79.398,77.418,86836.000
2023-08-18,79.138,77.381,79.138,77.285,98467.000
2023-08-21,77.218,75.421,77.245,75.301,127879.000
2023-08-22,76.608,75.465,76.785,74.251,112116.000
2023-08-23,75.465,73.981,75.465,73.961,81238.000
2023-08-24,74.288,75.585,76.285,74.288,106811.000
2023-08-25,75.045,74.818,75.395,74.451,66775.000
2023-08-28,79.951,75.795,79.951,75.368,133527.000
2023-08-29,76.221,79.521,79.785,76.221,213223.000
2023-08-30,80.395,80.551,81.108,79.898,152187.000
2023-08-31,80.788,80.418,80.948,79.951,88734.000
2023-09-01,81.618,80.325,82.108,79.951,77772.000
2023-09-04,81.151,81.435,81.618,80.245,96512.000
2023-09-05,81.351,80.295,81.351,80.181,74571.000
2023-09-06,80.618,80.768,81.385,80.385,65929.000
2023-09-07,80.758,80.085,80.758,79.988,60913.000
2023-09-08,79.621,78.635,79.621,78.181,67634.000
2023-09-11,78.518,79.621,80.118,78.018,76513.000
2023-09-12,80.185,81.281,81.741,79.651,119532.000
2023-09-13,81.285,81.135,82.045,80.751,91479.000
2023-09-14,79.551,78.495,79.601,77.951,152580.000
2023-09-15,78.618,78.715,79.565,77.788,82256.000
2023-09-18,78.785,79.745,81.018,78.715,96405.000
2023-09-19,79.285,79.675,80.045,78.551,62397.000
2023-09-20,78.951,78.618,79.378,78.618,54497.000
2023-09-21,78.285,77.178,78.575,76.801,92965.000
2023-09-22,77.125,78.968,79.171,76.785,96764.000
2023-09-25,79.561,79.218,79.611,78.735,64787.000
2023-09-26,78.951,76.785,78.951,76.718,118463.000
2023-09-27,76.988,76.561,78.025,76.548,75734.000
2023-09-28,76.885,76.185,77.118,75.968,85258.000
2023-10-09,76.185,76.608,76.788,73.838,91791.000
2023-10-10,76.605,76.588,77.291,76.285,63937.000
2023-10-11,77.938,76.815,78.118,76.618,76684.000
2023-10-12,77.418,78.768,79.118,76.951,139341.000
2023-10-13,77.918,77.405,78.208,77.218,66445.000
2023-10-16,77.418,76.455,77.645,76.118,66022.000
2023-10-17,76.458,76.618,77.281,76.118,49164.000
2023-10-18,79.151,80.308,80.951,78.618,307863.000
2023-10-19,79.601,77.485,79.941,77.398,147753.000
2023-10-20,77.285,77.018,77.885,76.688,85659.000
2023-10-23,77.285,76.835,77.285,76.018,73537.000
2023-10-24,77.051,75.801,77.451,75.508,110779.000
2023-10-25,76.608,76.418,77.288,76.025,83676.000
2023-10-26,75.971,76.821,76.885,75.851,73199.000
2023-10-27,76.618,77.935,78.451,76.458,103206.000
2023-10-30,77.121,78.818,78.948,76.851,117295.000
2023-10-31,78.451,76.798,78.615,76.451,127205.000
2023-11-01,76.618,76.018,76.618,75.758,93390.000
2023-11-02,76.571,75.551,76.578,75.551,85414.000
2023-11-03,75.788,76.835,77.001,75.578,90679.000
2023-11-06,77.455,78.251,78.428,77.285,143548.000
2023-11-07,78.285,77.608,78.718,77.455,94513.000
2023-11-08,77.405,77.285,77.571,77.011,80128.000
2023-11-09,77.285,77.051,77.535,76.731,73183.000
2023-11-10,76.951,76.271,76.951,75.838,81902.000
2023-11-13,76.578,76.325,76.678,75.651,69738.000
2023-11-14,76.385,76.495,76.685,76.151,55217.000
2023-11-15,77.251,76.831,77.285,76.718,78692.000
2023-11-16,77.218,76.718,77.218,76.358,61690.000
2023-11-17,76.285,76.205,76.815,75.951,59462.000
2023-11-20,75.885,75.618,76.118,75.478,76771.000
2023-11-21,75.848,75.351,76.178,75.171,82386.000
2023-11-22,75.118,73.951,75.118,73.911,105571.000
2023-11-23,74.118,73.561,74.378,72.991,105764.000
2023-11-24,73.551,69.568,73.551,69.085,280659.000
2023-11-27,67.951,66.918,67.951,65.618,215481.000
2023-11-28,66.925,67.255,67.875,66.288,122211.000
2023-11-29,67.245,64.611,67.251,64.415,219246.000
2023-11-30,64.485,63.668,64.861,63.435,187242.000
2023-12-01,64.111,62.968,64.225,61.555,194190.000
2023-12-04,62.968,62.748,63.715,61.818,117613.000
2023-12-05,62.951,62.731,63.938,62.488,152372.000
2023-12-06,62.735,64.348,64.365,62.618,176347.000
2023-12-07,64.348,63.768,64.351,63.051,103169.000
2023-12-08,63.628,63.468,64.071,63.391,77700.000
2023-12-11,62.868,63.681,63.811,62.165,101086.000
2023-12-12,63.345,62.728,63.528,62.658,79797.000
2023-12-13,62.558,61.218,62.558,61.191,117535.000
2023-12-14,61.618,61.011,62.678,60.988,92497.000
2023-12-15,61.645,61.711,62.081,60.978,101841.000
2023-12-18,60.971,60.305,61.451,60.055,100511.000
2023-12-19,60.128,59.951,60.178,59.338,79370.000
2023-12-20,60.061,58.911,60.395,58.908,84925.000
2023-12-21,58.395,60.511,60.611,58.235,133149.000
2023-12-22,60.585,61.368,62.411,59.965,117998.000
2023-12-25,61.618,61.345,62.018,60.688,53770.000
2023-12-26,61.338,61.201,61.338,60.618,41380.000
2023-12-27,61.618,61.101,61.785,60.851,61364.000
2023-12-28,60.961,63.301,63.505,60.838,138778.000
2023-12-29,63.608,63.285,63.885,63.001,80367.000
2024-01-02,63.821,61.485,63.825,61.408,113928.000
2024-01-03,61.451,61.675,61.908,60.851,84486.000
2024-01-04,62.065,61.625,62.168,60.985,89870.000
2024-01-05,61.441,61.511,63.118,60.995,112402.000
2024-01-08,61.551,60.418,61.838,60.335,81078.000
2024-01-09,60.951,61.571,62.618,60.685,112187.000
2024-01-10,61.185,60.715,61.718,60.485,71416.000
2024-01-11,60.685,62.878,63.518,60.221,159862.000
2024-01-12,62.878,62.575,63.368,62.381,87023.000
2024-01-15,62.191,62.155,62.951,61.425,70220.000
2024-01-16,61.918,62.385,62.801,61.641,83809.000
2024-01-17,62.018,59.551,62.135,59.551,160795.000
2024-01-18,59.168,60.778,60.951,58.921,114592.000
2024-01-19,60.448,60.398,61.605,60.185,80905.000
2024-01-22,60.241,59.065,61.051,58.805,132240.000
2024-01-23,58.951,59.901,60.271,58.718,110726.000
2024-01-24,60.378,60.185,60.568,58.645,96641.000
2024-01-25,60.245,60.585,60.918,59.171,130769.000
2024-01-26,60.285,59.238,60.285,59.118,115855.000
2024-01-29,59.251,56.765,59.285,56.721,146043.000
2024-01-30,54.978,54.608,55.778,54.051,190761.000
2024-01-31,54.315,54.195,55.711,54.058,125368.000
2024-02-01,53.951,54.248,54.951,53.405,116651.000
2024-02-02,54.271,52.951,54.578,51.621,147992.000
2024-02-05,52.285,53.285,54.545,51.541,186216.000
2024-02-06,52.618,55.908,55.988,52.451,176190.000
2024-02-07,56.368,57.138,58.285,55.985,160094.000
2024-02-08,57.781,57.675,58.401,57.518,119246.000
2024-02-19,58.578,58.451,59.068,57.898,119687.000
2024-02-20,58.451,56.958,58.511,56.285,113357.000
2024-02-21,56.318,58.285,59.151,56.171,147693.000
2024-02-22,58.251,58.281,58.498,57.705,80906.000
2024-02-23,58.281,58.178,58.615,57.561,91175.000
2024-02-26,59.285,59.285,60.661,59.135,155461.000
2024-02-27,59.768,61.851,61.928,59.685,206343.000
2024-02-28,62.618,59.951,62.791,59.951,168292.000
2024-02-29,59.621,61.018,61.155,59.348,122363.000
2024-03-01,60.918,61.345,61.611,60.208,122158.000
2024-03-04,60.618,60.375,61.185,59.985,126865.000
2024-03-05,59.785,60.891,61.168,59.118,149624.000
2024-03-06,60.618,61.168,61.611,60.285,100100.000
2024-03-07,61.305,60.248,61.938,60.218,101327.000
2024-03-08,60.051,59.981,60.668,59.701,67150.000
2024-03-11,59.951,63.531,63.918,59.951,278080.000
2024-03-12,64.285,65.651,66.171,63.208,245029.000
2024-03-13,66.258,66.071,67.418,65.895,177813.000
2024-03-14,66.758,67.978,69.071,66.758,211352.000
2024-03-15,67.285,67.108,67.745,66.011,146628.000
2024-03-18,67.901,69.961,70.035,67.821,196982.000
2024-03-19,69.961,69.551,70.568,68.748,146973.000
2024-03-20,69.621,70.111,70.878,69.621,96805.000
2024-03-21,70.258,70.268,70.551,69.618,88667.000
2024-03-22,70.268,69.601,70.275,69.018,104672.000
2024-03-25,69.408,68.685,69.881,68.235,99109.000
2024-03-26,69.285,70.485,70.615,69.041,131346.000
2024-03-27,70.488,67.945,70.518,67.288,188849.000
2024-03-28,67.235,66.745,67.898,65.955,159435.000
2024-03-29,66.761,64.971,66.791,64.341,141381.000
2024-04-01,64.971,67.955,68.278,64.971,142909.000
2024-04-02,67.955,68.065,69.718,67.885,107585.000
2024-04-03,67.451,66.671,67.655,66.468,83634.000
2024-04-08,66.285,67.951,68.951,66.081,128227.000
2024-04-09,67.868,67.978,68.948,67.735,84208.000
2024-04-10,68.718,67.898,68.785,67.285,72411.000
2024-04-11,66.951,68.278,69.098,66.551,100854.000
2024-04-12,67.951,67.485,69.681,67.131,114918.000
2024-04-15,67.285,68.491,69.118,66.981,113332.000
2024-04-16,68.085,67.828,69.068,67.521,98323.000
2024-04-17,67.618,68.285,68.345,67.151,96922.000
2024-04-18,67.951,68.485,69.451,67.085,133998.000
2024-04-19,68.015,67.328,68.241,66.305,111770.000
2024-04-22,67.285,66.805,67.795,66.651,64695.000
2024-04-23,66.801,65.631,66.805,65.281,87300.000
2024-04-24,66.248,66.425,66.885,65.451,74979.000
2024-04-25,66.418,66.931,67.788,66.158,94684.000
2024-04-26,67.285,70.408,70.538,67.285,253454.000
2024-04-29,70.978,71.078,72.418,70.195,191676.000
2024-04-30,71.785,70.118,72.078,70.118,115560.000
2024-05-06,72.285,72.718,73.415,71.785,186779.000
